Date,ProductCode,ProductName,Category,QuantitySold,Price,Cost,Revenue,Profit,QuantitySold_Lag7,QuantitySold_Lag14,QuantitySold_Lag30,QuantitySold_RollingMean7,QuantitySold_RollingStd7,QuantitySold_RollingMean30,QuantitySold_RollingStd30,DayOfWeek,DayName,Month,MonthName,Quarter,DayOfMonth,DayOfYear,WeekOfYear,IsWeekend,MonthSin,MonthCos,DaysToHoli,NearHoli,DaysToDiwali,NearDiwali,DaysToDussehra,NearDussehra,DaysToEid,NearEid,CategoryAvgSales,CategoryStdSales,PriceTier,ProfitMarginPct,RevenueMomentum
2023-01-27,P013,Amul_Ice_Cream,Dairy,17,150,110,2550,680,18.0,19.0,40.0,19.571428571428573,3.952094080237414,19.59259259259259,3.565424338315246,4,Friday,1,January,1,27,27,4,0,0.49999999999999994,0.8660254037844387,423,0,644,0,624,0,440,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.0556
2023-01-28,P013,Amul_Ice_Cream,Dairy,22,150,110,3300,880,26.0,25.0,40.0,19.0,3.055050463303892,19.678571428571427,3.5282308170544483,5,Saturday,1,January,1,28,28,4,1,0.49999999999999994,0.8660254037844387,422,0,643,0,623,0,439,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.1538
2023-01-29,P013,Amul_Ice_Cream,Dairy,26,150,110,3900,1040,23.0,24.0,40.0,19.428571428571427,3.823486317361109,19.896551724137932,3.658110632418705,6,Sunday,1,January,1,29,29,4,1,0.49999999999999994,0.8660254037844387,421,0,642,0,622,0,438,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.1304
2023-01-30,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,14.0,16.0,40.0,20.142857142857142,3.0237157840738176,19.866666666666667,3.5982115608704293,0,Monday,1,January,1,30,30,5,0,0.49999999999999994,0.8660254037844387,420,0,641,0,621,0,437,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.3571
2023-01-31,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,19.0,20.0,26.0,20.142857142857142,3.0237157840738176,19.633333333333333,3.408744670679378,1,Tuesday,1,January,1,31,31,5,0,0.49999999999999994,0.8660254037844387,419,0,640,0,620,0,436,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0
2023-02-01,P013,Amul_Ice_Cream,Dairy,23,150,110,3450,920,20.0,18.0,18.0,20.571428571428573,3.2071349029490928,19.8,3.448137928275752,2,Wednesday,2,February,1,1,32,5,0,0.8660254037844386,0.5000000000000001,418,0,639,0,619,0,435,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.15
2023-02-02,P013,Amul_Ice_Cream,Dairy,17,150,110,2550,680,18.0,19.0,21.0,20.428571428571427,3.3594217189442417,19.666666666666668,3.477348705981111,3,Thursday,2,February,1,2,33,5,0,0.8660254037844386,0.5000000000000001,417,0,638,0,618,0,434,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.0556
2023-02-03,P013,Amul_Ice_Cream,Dairy,21,150,110,3150,840,17.0,18.0,17.0,21.0,3.0,19.8,3.448137928275752,4,Friday,2,February,1,3,34,5,0,0.8660254037844386,0.5000000000000001,416,0,637,0,617,0,433,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.2353
2023-02-04,P013,Amul_Ice_Cream,Dairy,30,150,110,4500,1200,22.0,26.0,20.0,22.142857142857142,4.561745697594706,20.133333333333333,3.919300899424525,5,Saturday,2,February,1,4,35,5,1,0.8660254037844386,0.5000000000000001,415,0,636,0,616,0,432,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.3636
2023-02-05,P013,Amul_Ice_Cream,Dairy,25,150,110,3750,1000,26.0,23.0,16.0,22.0,4.43471156521669,20.433333333333334,3.936419985068994,6,Sunday,2,February,1,5,36,5,1,0.8660254037844386,0.5000000000000001,414,0,635,0,615,0,431,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.0385
2023-02-06,P013,Amul_Ice_Cream,Dairy,20,150,110,3000,800,19.0,14.0,23.0,22.142857142857142,4.3369947901195145,20.333333333333332,3.9069640152031035,0,Monday,2,February,1,6,37,6,0,0.8660254037844386,0.5000000000000001,413,0,634,0,614,0,430,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0526
2023-02-07,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,19.0,19.0,26.0,22.142857142857142,4.3369947901195145,20.1,3.763252445095498,1,Tuesday,2,February,1,7,38,6,0,0.8660254037844386,0.5000000000000001,412,0,633,0,613,0,429,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0
2023-02-08,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,23.0,20.0,16.0,21.571428571428573,4.466808810815721,20.2,3.6896873991502694,2,Wednesday,2,February,1,8,39,6,0,0.8660254037844386,0.5000000000000001,411,0,632,0,612,0,428,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.1739
2023-02-09,P013,Amul_Ice_Cream,Dairy,17,150,110,2550,680,17.0,18.0,17.0,21.571428571428573,4.466808810815721,20.2,3.6896873991502694,3,Thursday,2,February,1,9,40,6,0,0.8660254037844386,0.5000000000000001,410,0,631,0,611,0,427,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0
2023-02-10,P013,Amul_Ice_Cream,Dairy,16,150,110,2400,640,21.0,17.0,14.0,20.857142857142858,4.947341758580104,20.266666666666666,3.5905367318812527,4,Friday,2,February,1,10,41,6,0,0.8660254037844386,0.5000000000000001,409,0,630,0,610,0,426,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.2381
2023-02-11,P013,Amul_Ice_Cream,Dairy,20,150,110,3000,800,30.0,22.0,19.0,19.428571428571427,2.8784916685156996,20.3,3.583005865817521,5,Saturday,2,February,1,11,42,6,1,0.8660254037844386,0.5000000000000001,408,0,629,0,609,0,425,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.3333
2023-02-12,P013,Amul_Ice_Cream,Dairy,22,150,110,3300,880,25.0,26.0,19.0,19.0,2.000000000000003,20.4,3.5873340403761373,6,Sunday,2,February,1,12,43,6,1,0.8660254037844386,0.5000000000000001,407,0,628,0,608,0,424,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.12
2023-02-13,P013,Amul_Ice_Cream,Dairy,17,150,110,2550,680,20.0,19.0,25.0,18.571428571428573,2.070196678027066,20.133333333333333,3.530491157911595,0,Monday,2,February,1,13,44,7,0,0.8660254037844386,0.5000000000000001,406,0,627,0,607,0,423,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.15
2023-02-14,P013,Amul_Ice_Cream,Dairy,15,150,110,2250,600,19.0,19.0,24.0,18.0,2.449489742783181,19.833333333333332,3.57272554446769,1,Tuesday,2,February,1,14,45,7,0,0.8660254037844386,0.5000000000000001,405,0,626,0,606,0,422,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.2105
2023-02-15,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,19.0,23.0,16.0,18.0,2.4494897427831814,19.933333333333334,3.5030364496842012,2,Wednesday,2,February,1,15,46,7,0,0.8660254037844386,0.5000000000000001,404,0,625,0,605,0,421,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0
2023-02-16,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,17.0,17.0,20.0,18.285714285714285,2.4299715851758266,19.9,3.507135583350037,3,Thursday,2,February,1,16,47,7,0,0.8660254037844386,0.5000000000000001,403,0,624,0,604,0,420,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.1176
2023-02-17,P013,Amul_Ice_Cream,Dairy,20,150,110,3000,800,16.0,21.0,18.0,18.857142857142858,2.2677868380553656,19.966666666666665,3.488733920466864,4,Friday,2,February,1,17,48,7,0,0.8660254037844386,0.5000000000000001,402,0,623,0,603,0,419,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.25
2023-02-18,P013,Amul_Ice_Cream,Dairy,24,150,110,3600,960,20.0,30.0,19.0,19.428571428571427,2.9920529661723836,20.133333333333333,3.5596719466568962,5,Saturday,2,February,1,18,49,7,1,0.8660254037844386,0.5000000000000001,401,0,622,0,602,0,418,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.2
2023-02-19,P013,Amul_Ice_Cream,Dairy,25,150,110,3750,1000,22.0,25.0,18.0,19.857142857142858,3.5790395093549616,20.366666666666667,3.6434479059920926,6,Sunday,2,February,1,19,50,7,1,0.8660254037844386,0.5000000000000001,400,0,621,0,601,0,417,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.1364
2023-02-20,P013,Amul_Ice_Cream,Dairy,20,150,110,3000,800,17.0,20.0,26.0,20.285714285714285,3.3523268393901016,20.166666666666668,3.4847780648011923,0,Monday,2,February,1,20,51,8,0,0.8660254037844386,0.5000000000000001,399,0,620,0,600,0,416,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.1765
2023-02-21,P013,Amul_Ice_Cream,Dairy,14,150,110,2100,560,15.0,19.0,23.0,20.142857142857142,3.6253078686998617,19.866666666666667,3.6173273934307315,1,Tuesday,2,February,1,21,52,8,0,0.8660254037844386,0.5000000000000001,398,0,619,0,599,0,415,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.0667
2023-02-22,P013,Amul_Ice_Cream,Dairy,17,150,110,2550,680,19.0,19.0,14.0,19.857142857142858,3.8047589248453675,19.966666666666665,3.488733920466864,2,Wednesday,2,February,1,22,53,8,0,0.8660254037844386,0.5000000000000001,397,0,618,0,598,0,414,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.1053
2023-02-23,P013,Amul_Ice_Cream,Dairy,16,150,110,2400,640,19.0,17.0,19.0,19.428571428571427,4.076646614442762,19.866666666666667,3.559671946656896,3,Thursday,2,February,1,23,54,8,0,0.8660254037844386,0.5000000000000001,396,0,617,0,597,0,413,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.1579
2023-02-24,P013,Amul_Ice_Cream,Dairy,18,150,110,2700,720,20.0,16.0,20.0,19.142857142857142,4.099941927579442,19.8,3.575780599610626,4,Friday,2,February,1,24,55,8,0,0.8660254037844386,0.5000000000000001,395,0,616,0,596,0,412,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.1
2023-02-25,P013,Amul_Ice_Cream,Dairy,25,150,110,3750,1000,24.0,20.0,18.0,19.285714285714285,4.309458036856675,20.033333333333335,3.6811105270887587,5,Saturday,2,February,1,25,56,8,1,0.8660254037844386,0.5000000000000001,394,0,615,0,595,0,411,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0417
2023-02-26,P013,Amul_Ice_Cream,Dairy,19,150,110,2850,760,25.0,22.0,17.0,18.428571428571427,3.505098327538663,20.1,3.6421857779881726,6,Sunday,2,February,1,26,57,8,1,0.8660254037844386,0.5000000000000001,393,0,614,0,594,0,410,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.24
2023-02-27,P013,Amul_Ice_Cream,Dairy,17,150,110,2550,680,20.0,17.0,22.0,18.0,3.4641016151377633,19.933333333333334,3.6665621719697516,0,Monday,2,February,1,27,58,9,0,0.8660254037844386,0.5000000000000001,392,0,613,0,593,0,409,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.15
2023-02-28,P013,Amul_Ice_Cream,Dairy,16,150,110,2400,640,14.0,15.0,26.0,18.285714285714285,3.1471831698777804,19.6,3.5486762952227506,1,Tuesday,2,February,1,28,59,9,0,0.8660254037844386,0.5000000000000001,391,0,612,0,592,0,408,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.1429
2023-03-01,P013,Amul_Ice_Cream,Dairy,63,150,110,9450,2520,17.0,19.0,19.0,24.857142857142858,17.10193528452819,21.066666666666666,8.677888402511106,2,Wednesday,3,March,1,1,60,9,0,1.0,6.123233995736766e-17,390,0,611,0,591,0,407,0,30.15068493150685,10.779770906906748,Luxury,26.67,2.7059
2023-03-02,P013,Amul_Ice_Cream,Dairy,62,150,110,9300,2480,16.0,19.0,19.0,31.428571428571427,21.423173923403148,22.5,11.43723501671563,3,Thursday,3,March,1,2,61,9,0,1.0,6.123233995736766e-17,389,0,610,0,590,0,406,0,30.15068493150685,10.779770906906748,Luxury,26.67,2.875
2023-03-03,P013,Amul_Ice_Cream,Dairy,67,150,110,10050,2680,18.0,20.0,23.0,38.42857142857143,24.13750292841095,23.966666666666665,14.030713436608625,4,Friday,3,March,1,3,62,9,0,1.0,6.123233995736766e-17,388,0,609,0,589,0,405,0,30.15068493150685,10.779770906906748,Luxury,26.67,2.7222
2023-03-04,P013,Amul_Ice_Cream,Dairy,70,150,110,10500,2800,25.0,24.0,17.0,44.857142857142854,25.893554998805975,25.733333333333334,16.279738482465593,5,Saturday,3,March,1,4,63,9,1,1.0,6.123233995736766e-17,387,0,608,0,588,0,404,0,30.15068493150685,10.779770906906748,Luxury,26.67,1.8
2023-03-05,P013,Amul_Ice_Cream,Dairy,80,150,110,12000,3200,19.0,25.0,21.0,53.57142857142857,26.005493925048096,27.7,19.021131624481807,6,Sunday,3,March,1,5,64,9,1,1.0,6.123233995736766e-17,386,0,607,0,587,0,403,0,30.15068493150685,10.779770906906748,Luxury,26.67,3.2105
2023-03-06,P013,Amul_Ice_Cream,Dairy,55,150,110,8250,2200,17.0,20.0,30.0,59.0,20.4776300712102,28.533333333333335,19.662204831874135,0,Monday,3,March,1,6,65,10,0,1.0,6.123233995736766e-17,385,0,606,0,586,0,402,0,30.15068493150685,10.779770906906748,Luxury,26.67,2.2353
2023-03-07,P013,Amul_Ice_Cream,Dairy,47,150,110,7050,1880,16.0,14.0,25.0,63.42857142857143,10.596495377515772,29.266666666666666,19.93425977165137,1,Tuesday,3,March,1,7,66,10,0,1.0,6.123233995736766e-17,384,0,605,0,585,0,401,0,30.15068493150685,10.779770906906748,Luxury,26.67,1.9375
2023-03-08,P013,Amul_Ice_Cream,Dairy,41,150,110,6150,1640,63.0,17.0,20.0,60.285714285714285,13.585706774821375,29.966666666666665,19.966322219890817,2,Wednesday,3,March,1,8,67,10,0,1.0,6.123233995736766e-17,383,0,604,0,584,0,400,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.3492
2023-03-09,P013,Amul_Ice_Cream,Dairy,47,150,110,7050,1880,62.0,16.0,19.0,58.142857142857146,14.427156932079724,30.9,20.09005586920022,3,Thursday,3,March,1,9,68,10,0,1.0,6.123233995736766e-17,382,0,603,0,583,0,399,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.2419
2023-03-10,P013,Amul_Ice_Cream,Dairy,46,150,110,6900,1840,67.0,18.0,19.0,55.142857142857146,14.461772268392835,31.8,20.143279875381047,4,Friday,3,March,1,10,69,10,0,1.0,6.123233995736766e-17,381,0,602,0,582,0,398,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.3134
2023-03-11,P013,Amul_Ice_Cream,Dairy,56,150,110,8400,2240,70.0,25.0,17.0,53.142857142857146,12.954131534360872,33.1,20.411879570147548,5,Saturday,3,March,1,11,70,10,1,1.0,6.123233995736766e-17,380,0,601,0,581,0,397,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.2
2023-03-12,P013,Amul_Ice_Cream,Dairy,71,150,110,10650,2840,80.0,19.0,16.0,51.857142857142854,9.940297973879996,34.93333333333333,21.274775955436592,6,Sunday,3,March,1,12,71,10,1,1.0,6.123233995736766e-17,379,0,600,0,580,0,396,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.1125
2023-03-13,P013,Amul_Ice_Cream,Dairy,41,150,110,6150,1640,55.0,17.0,20.0,49.857142857142854,10.58975245899809,35.63333333333333,21.111335953632267,0,Monday,3,March,1,13,72,11,0,1.0,6.123233995736766e-17,378,0,599,0,579,0,395,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.2545
2023-03-14,P013,Amul_Ice_Cream,Dairy,54,150,110,8100,2160,47.0,16.0,22.0,50.857142857142854,10.605479266689905,36.7,21.206944210767865,1,Tuesday,3,March,1,14,73,11,0,1.0,6.123233995736766e-17,377,0,598,0,578,0,394,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.1489
2023-03-15,P013,Amul_Ice_Cream,Dairy,56,150,110,8400,2240,41.0,63.0,17.0,53.0,9.763879010584485,38.0,21.15297321565148,2,Wednesday,3,March,1,15,74,11,0,1.0,6.123233995736766e-17,376,0,597,0,577,0,393,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.3659
2023-03-16,P013,Amul_Ice_Cream,Dairy,50,150,110,7500,2000,47.0,62.0,15.0,53.42857142857143,9.51940374283214,39.166666666666664,20.802989396144294,3,Thursday,3,March,1,16,75,11,0,1.0,6.123233995736766e-17,375,0,596,0,576,0,392,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0638
2023-03-17,P013,Amul_Ice_Cream,Dairy,49,150,110,7350,1960,46.0,67.0,19.0,53.857142857142854,9.19109299681977,40.166666666666664,20.519264847578178,4,Friday,3,March,1,17,76,11,0,1.0,6.123233995736766e-17,374,0,595,0,575,0,391,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0652
2023-03-18,P013,Amul_Ice_Cream,Dairy,71,150,110,10650,2840,56.0,70.0,19.0,56.0,11.284207253207121,41.9,20.86301793224986,5,Saturday,3,March,1,18,77,11,1,1.0,6.123233995736766e-17,373,0,594,0,574,0,390,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.2679
2023-03-19,P013,Amul_Ice_Cream,Dairy,66,150,110,9900,2640,71.0,80.0,20.0,55.285714285714285,10.291003930849545,43.43333333333333,20.888345757999772,6,Sunday,3,March,1,19,78,11,1,1.0,6.123233995736766e-17,372,0,593,0,573,0,389,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.0704
2023-03-20,P013,Amul_Ice_Cream,Dairy,57,150,110,8550,2280,41.0,55.0,24.0,57.57142857142857,8.141603913585646,44.53333333333333,20.697714905246194,0,Monday,3,March,1,20,79,12,0,1.0,6.123233995736766e-17,371,0,592,0,572,0,388,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.3902
2023-03-21,P013,Amul_Ice_Cream,Dairy,59,150,110,8850,2360,54.0,47.0,25.0,58.285714285714285,7.994045402970931,45.666666666666664,20.521365373230143,1,Tuesday,3,March,1,21,80,12,0,1.0,6.123233995736766e-17,370,0,591,0,571,0,387,0,30.15068493150685,10.779770906906748,Luxury,26.67,0.0926
2023-03-22,P013,Amul_Ice_Cream,Dairy,41,150,110,6150,1640,56.0,41.0,20.0,56.142857142857146,10.36707241588431,46.36666666666667,19.966322219890817,2,Wednesday,3,March,1,22,81,12,0,1.0,6.123233995736766e-17,369,0,590,0,570,0,386,0,30.15068493150685,10.779770906906748,Luxury,26.67,-0.2679
